sale_no,Address,CouncilArea,YearBuilt,BuildingArea,Car,Price,Date,Method,SellerG
2576,26 Scotchmer St,Yarra,2000.0,129.0,1.0,1600000.0,10/12/2016,VB,Jellis
2577,13 Alister St,Moreland,,,3.0,2875000.0,11/03/2017,S,Nelson
2578,28 Percy St,Yarra,,,0.0,990000.0,12/06/2016,S,Nelson
2579,74 Barkly St,Yarra,1890.0,216.0,2.0,1950000.0,14/05/2016,S,Nelson
2580,79 Delbridge St,Yarra,1890.0,175.0,1.0,3400000.0,14/05/2016,S,Nelson
2581,70 Park St,Yarra,1900.0,165.0,1.0,1785000.0,14/05/2016,S,Nelson
2582,10 Delbridge St,Yarra,,,0.0,1315000.0,15/10/2016,S,Jellis
2583,2 Scotchmer St,Yarra,1885.0,118.0,1.0,1210000.0,15/10/2016,S,Nelson
2584,111 Best St,Yarra,1890.0,110.0,1.0,1275000.0,16/04/2016,SP,Nelson
2585,282 Glenlyon Rd,Moreland,,,1.0,1141000.0,16/04/2016,S,Nelson
2586,24 Batman St,Yarra,,,0.0,1255000.0,18/03/2017,S,Harrington
2587,83 Best St,Yarra,,,1.0,1700000.0,18/03/2017,VB,Nelson
2588,35 Birkenhead St,Yarra,1890.0,92.0,0.0,1290000.0,18/03/2017,S,Chambers
2589,8/3 Miller St,Yarra,2002.0,95.0,2.0,750000.0,18/03/2017,S,Woodards
2590,9/222 Queens Pde,Yarra,,,1.0,674000.0,18/03/2017,S,Chambers
2591,23/86 Queens Pde,Yarra,2010.0,92.0,2.0,675000.0,18/03/2017,SP,Nelson
2592,44 Reid St,Yarra,2008.0,209.0,2.0,1700000.0,18/03/2017,VB,Jellis
2593,30 Eastham St,Yarra,,,0.0,875000.0,18/06/2016,S,Jellis
2594,3 Curtain Pl,Yarra,2016.0,133.0,1.0,1080000.0,19/11/2016,S,Jellis
2595,14 Falconer St,Yarra,,,1.0,1851000.0,19/11/2016,S,Nelson
2596,273 Glenlyon Rd,Moreland,1940.0,105.0,2.0,1222500.0,19/11/2016,S,Chambers
2597,8/54 Kneen St,Yarra,1970.0,,1.0,330000.0,19/11/2016,VB,Jellis
2598,13 Seacombe St,Yarra,,,0.0,1232000.0,19/11/2016,S,Jellis
2599,21 Reid St,Yarra,,,0.0,899000.0,22/05/2016,S,Jellis
2600,179 Barkly St,Yarra,,,2.0,2300000.0,23/04/2016,S,Nelson
2601,181 Rae St,Yarra,1890.0,72.0,0.0,937500.0,23/04/2016,S,Jellis
2602,86 Clauscen St,Yarra,1880.0,,0.0,1710000.0,24/09/2016,S,Collins
2603,264 Barkly St,Yarra,,,0.0,1600000.0,25/02/2017,S,Collins
2604,191 Scotchmer St,Yarra,1890.0,110.0,1.0,1300000.0,26/07/2016,VB,Nelson
2605,49 Best St,Yarra,,,1.0,2300000.0,27/11/2016,S,Nelson
2606,123/4 Bik La,Yarra,2012.0,,1.0,490000.0,27/11/2016,VB,Nelson
2607,717 Brunswick St,Yarra,1890.0,135.0,0.0,1300000.0,27/11/2016,S,Collins
2608,14 King St,Yarra,,,0.0,1300000.0,27/11/2016,S,hockingstuart
2609,205 Scotchmer St,Yarra,1898.0,307.0,0.0,2150000.0,27/11/2016,S,Nelson
2610,8/86 Queens Pde,Yarra,,,2.0,775000.0,28/05/2016,S,Woodards
2611,168 Scotchmer St,Yarra,1910.0,132.0,0.0,1581000.0,28/05/2016,S,Jellis
2612,12/262 Barkly St,Yarra,1980.0,48.0,1.0,602000.0,28/08/2016,S,Nelson
2613,5/118 Miller St,Yarra,1980.0,75.0,1.0,650000.0,28/08/2016,PI,Nelson
2614,421 Rae St,Yarra,,,2.0,1283000.0,28/08/2016,S,Nelson
2615,55 Seacombe St,Yarra,1905.0,103.0,1.0,1450000.0,28/08/2016,S,Nelson
2616,29 Tait St,Yarra,,,0.0,1325000.0,28/08/2016,S,Collins
2617,96 Bryant St,Moonee Valley,,,1.0,865500.0,3/09/2016,S,Nelson
2618,3/39 Dover St,Moonee Valley,1970.0,60.0,1.0,365000.0,3/12/2016,PI,Rendina
2619,15/17 Ascot Vale Rd,Moonee Valley,,,1.0,380000.0,4/03/2017,SP,Biggin
2620,8/39 Dover St,Moonee Valley,1970.0,63.0,1.0,425000.0,4/03/2017,SP,Hodges
2621,1/142 Shields St,Moonee Valley,1970.0,,1.0,280000.0,4/03/2017,VB,Nelson
2622,10 Crown St,Moonee Valley,,,0.0,870000.0,8/10/2016,S,Brad
2623,1/15 Dartford St,Moonee Valley,1970.0,59.0,1.0,391000.0,8/10/2016,S,Nelson
2624,1/116 Edinburgh St,Moonee Valley,1980.0,,1.0,715000.0,8/10/2016,SP,Nelson
2625,11 Finsbury St,Moonee Valley,1900.0,140.0,0.0,1130000.0,8/10/2016,S,Nelson
2626,43 Finsbury St,Moonee Valley,1885.0,131.0,1.0,1110000.0,8/10/2016,PI,Nelson
2627,40 Coronet St,Moonee Valley,,,1.0,950000.0,10/09/2016,SP,Nelson
2628,107 Shields St,Moonee Valley,1900.0,78.0,0.0,918000.0,10/09/2016,S,Nelson
2629,59 Victoria St,Moonee Valley,1890.0,98.0,1.0,730000.0,10/09/2016,SP,Nelson
2630,6/47 Railway Pl W,Moonee Valley,,,1.0,360000.0,10/12/2016,PI,Nelson
2631,21 Wisewould St,Moonee Valley,1930.0,85.0,0.0,855000.0,10/12/2016,SP,Nelson
2632,4 Illawarra Rd,Moonee Valley,,,0.0,860000.0,12/11/2016,S,Nelson
2633,61 Canterbury St,Moonee Valley,1930.0,102.0,1.0,1012000.0,13/08/2016,S,Australian
2634,15 Clarence St,Moonee Valley,,,0.0,885000.0,13/08/2016,S,Nelson
2635,90 Edinburgh St,Moonee Valley,,20.0,1.0,1315000.0,13/08/2016,S,Nelson
2636,111 Wellington St,Moonee Valley,,,1.0,1700000.0,14/05/2016,SP,Nelson
2637,1/4 Chatham St,Moonee Valley,,,2.0,1205000.0,15/10/2016,S,Rendina
2638,3/39 Dover St,Moonee Valley,1970.0,60.0,1.0,395000.0,15/10/2016,PI,Rendina
2639,3/121 Wellington St,Moonee Valley,,,1.0,476000.0,15/10/2016,S,Alexkarbon
2640,7/30 Bryant St,Moonee Valley,,,1.0,250000.0,16/04/2016,VB,Nelson
2641,12/132 Princes St,Moonee Valley,2009.0,79.0,1.0,556000.0,16/07/2016,S,Woodards
2642,12 John St,Moonee Valley,1910.0,,1.0,845000.0,18/03/2017,S,Nelson
2643,5/60 Farnham St,Moonee Valley,1970.0,46.0,1.0,345000.0,18/06/2016,SP,Nelson
2644,29 Finsbury St,Moonee Valley,1900.0,150.0,0.0,1100000.0,18/06/2016,VB,Nelson
2645,114 Shields St,Melbourne,,,0.0,957000.0,22/05/2016,SP,Nelson
2646,20 Glance St,Moonee Valley,1915.0,,4.0,991000.0,23/04/2016,S,Rendina
2647,65 Victoria St,Moonee Valley,1905.0,,0.0,850000.0,24/09/2016,VB,Jellis
2648,8/300 Racecourse Rd,Moonee Valley,1880.0,50.0,1.0,395000.0,25/02/2017,SP,Nelson
2649,5/69 Edinburgh St,Moonee Valley,1970.0,,1.0,350000.0,26/07/2016,VB,Jellis
2650,4 Farnham St,Moonee Valley,1940.0,84.0,1.0,1115000.0,27/11/2016,S,Nelson
2651,5/121 Wellington St,Moonee Valley,1970.0,52.0,1.0,420500.0,28/05/2016,S,Jellis
2652,4/33 Ballarat Rd,Maribyrnong,,,1.0,585000.0,3/09/2016,S,Nelson
2653,202/51 Gordon St,Maribyrnong,2007.0,,0.0,85000.0,3/09/2016,PI,Burnham
2654,4 Adelaide St,Maribyrnong,1915.0,130.0,1.0,1225000.0,3/12/2016,SP,Nelson
2655,11/44 Everard St,Maribyrnong,,,1.0,431000.0,3/12/2016,SP,Jas
2656,9 Lynch St,Maribyrnong,1900.0,98.0,1.0,1003000.0,3/12/2016,S,Naison
2657,25 Southampton St,Maribyrnong,1900.0,93.0,0.0,840000.0,3/12/2016,S,Sweeney
2658,37 Stirling St,Maribyrnong,1890.0,156.0,0.0,1362000.0,3/12/2016,S,Village
2659,58 Wolverhampton St,Maribyrnong,2007.0,161.0,1.0,977000.0,3/12/2016,S,Village
2660,2/3 Eldridge St,Maribyrnong,1970.0,50.0,1.0,216000.0,4/02/2016,S,Sweeney
2661,8 Buckingham St,Maribyrnong,1990.0,106.0,2.0,876000.0,4/03/2017,S,Jas
2662,1/3 Eldridge St,Maribyrnong,1970.0,52.0,1.0,227000.0,4/03/2017,S,Sweeney
2663,1/15 Geelong Rd,Maribyrnong,2000.0,160.0,2.0,841000.0,4/03/2017,S,Jellis
2664,9/55 Moreland St,Maribyrnong,2000.0,87.0,3.0,605000.0,4/03/2017,SP,Jas
2665,1/30 Pickett St,Maribyrnong,2013.0,35.0,1.0,305000.0,4/03/2017,PI,Burnham
2666,5/28 Eleanor St,Maribyrnong,2010.0,75.0,1.0,480000.0,6/08/2016,PI,Jas
2667,1/38 Lynch St,Maribyrnong,1980.0,,0.0,357000.0,6/08/2016,S,Village
2668,8 McCubbin St,Maribyrnong,1940.0,118.0,1.0,910000.0,6/08/2016,S,Village
2669,6/114 Commercial Rd,Maribyrnong,1970.0,46.0,1.0,291000.0,7/05/2016,PI,Sweeney
2670,3/8 Eleanor St,Maribyrnong,1968.0,,1.0,375000.0,7/05/2016,S,Sweeney
2671,8 Jerrold St,Maribyrnong,1910.0,98.0,0.0,752000.0,7/05/2016,SP,Jas
2672,32 Commercial Rd,Maribyrnong,1950.0,120.0,3.0,1155000.0,7/11/2016,S,Burnham
2673,11 Commercial Rd,Maribyrnong,,,3.0,930000.0,8/10/2016,PI,Sweeney
2674,105/64 Cross St,Maribyrnong,,,1.0,490000.0,8/10/2016,S,Sweeney
2675,1/13 Essex St,Maribyrnong,2010.0,141.0,1.0,853000.0,8/10/2016,S,Village
2676,13 Lynch St,Maribyrnong,,,2.0,1290000.0,8/10/2016,S,Sweeney/Advantage
2677,6/11 Nicholson St,Maribyrnong,1985.0,90.0,1.0,480000.0,8/10/2016,S,Nelson
2678,3 Park St,Maribyrnong,1890.0,87.0,2.0,775000.0,8/10/2016,S,Sweeney
2679,39 Dudley St,Maribyrnong,1900.0,,0.0,900000.0,10/12/2016,SP,Village
2680,8/19 Empire St,Maribyrnong,1980.0,65.0,1.0,281000.0,10/12/2016,S,Sweeney
2681,1 Stanlake St,Maribyrnong,1950.0,190.0,3.0,1300000.0,10/12/2016,S,hockingstuart
2682,2/10 Swan St,Maribyrnong,2008.0,3.0,2.0,714000.0,10/12/2016,S,Jas
2683,84 Victoria St,Maribyrnong,,,1.0,775000.0,10/12/2016,SP,Jas
2684,211A Ballarat Rd,Maribyrnong,1940.0,92.0,2.0,950000.0,11/02/2017,PI,Burnham
2685,13/2 Saltriver Pl,Maribyrnong,,,1.0,674000.0,11/02/2017,S,Jellis
2686,120 MacPherson St,Maribyrnong,1910.0,115.0,1.0,760000.0,12/06/2016,S,Biggin
2687,3/53 Whitehall St,Maribyrnong,2010.0,75.0,1.0,420000.0,12/06/2016,VB,Village
2688,2/58 Everard St,Maribyrnong,,,1.0,560000.0,12/11/2016,S,Sweeney
2689,2/15 Geelong Rd,Maribyrnong,2000.0,,1.0,575000.0,12/11/2016,S,Burnham
2690,6 John St,Maribyrnong,,,2.0,1100000.0,13/08/2016,SP,Biggin
2691,36 Windsor St,Maribyrnong,1910.0,130.0,1.0,932000.0,13/08/2016,S,Jas
2692,95 Gordon St,Maribyrnong,1900.0,129.0,2.0,780000.0,14/05/2016,S,Jas
2693,4/5 Empire St,Maribyrnong,1960.0,69.0,1.0,295000.0,15/10/2016,SP,Gunn&Co
2694,3/23 Pickett St,Maribyrnong,2012.0,66.0,1.0,433000.0,15/10/2016,SP,Jas
2695,9/6 Rosamond Rd,Maribyrnong,2014.0,80.0,1.0,410000.0,15/10/2016,SP,Rendina
2696,53 Ryan St,Maribyrnong,1900.0,103.0,1.0,1170000.0,15/10/2016,S,Sweeney
2697,105/72 Cross St,Maribyrnong,1920.0,50.0,1.0,375000.0,16/04/2016,S,Biggin
2698,6/63 Everard St,Maribyrnong,1960.0,,3.0,615000.0,16/04/2016,S,Sweeney
2699,2 Buckingham St,Maribyrnong,1940.0,120.0,1.0,747000.0,16/07/2016,S,Jas
2700,4/97 Cowper St,Maribyrnong,1970.0,,1.0,275000.0,16/07/2016,PI,Sweeney
2701,45 Droop St,Maribyrnong,,,2.0,1045000.0,16/07/2016,S,Sweeney
2702,88 Eleanor St,Maribyrnong,1920.0,99.0,1.0,775000.0,16/07/2016,SP,Sweeney
2703,13/41 Moreland St,Maribyrnong,2013.0,78.0,1.0,571000.0,16/07/2016,S,hockingstuart
2704,2/36 Empire St,Maribyrnong,,,1.0,310000.0,17/09/2016,PI,Sweeney
2705,8/33 Gordon St,Maribyrnong,1965.0,70.0,1.0,305000.0,17/09/2016,S,Burnham
2706,31 Southampton St,Maribyrnong,1980.0,228.0,2.0,860500.0,17/09/2016,S,Burnham
2707,2 French St,Maribyrnong,,,1.0,820000.0,18/03/2017,SP,Sweeney
2708,12/3 Gordon St,Maribyrnong,,,1.0,210000.0,18/03/2017,VB,Trimson
2709,88 Victoria St,Maribyrnong,,92.0,0.0,875000.0,18/03/2017,S,Village
2710,405/250 Barkly St,Maribyrnong,2007.0,75.0,1.0,370000.0,18/06/2016,SP,Sweeney
2711,167 Gordon St,Maribyrnong,1910.0,90.0,2.0,711000.0,18/06/2016,SP,Jas
2712,4/2 Saltriver Pl,Maribyrnong,,,1.0,665000.0,18/06/2016,S,Greg
2713,224 Ballarat Rd,Maribyrnong,1900.0,98.0,1.0,690500.0,19/11/2016,SP,Rendina
2714,7 Essex St,Maribyrnong,1900.0,94.0,1.0,747000.0,19/11/2016,S,Sweeney
2715,51 Lynch St,Maribyrnong,1915.0,93.0,1.0,858000.0,22/05/2016,SP,Jas
2716,216a Ballarat Rd,Maribyrnong,2015.0,126.0,2.0,699000.0,22/08/2016,VB,Raine
2717,35 Leander St,Maribyrnong,1920.0,109.0,1.0,835000.0,22/08/2016,SP,Jas
2718,49 MacPherson St,Maribyrnong,1970.0,83.0,1.0,661000.0,22/08/2016,S,Sweeney
2719,69 MacPherson St,Maribyrnong,1900.0,108.0,0.0,757500.0,22/08/2016,S,Sweeney
2720,4/11 Nicholson St,Maribyrnong,1975.0,42.0,1.0,282000.0,24/09/2016,PI,Sweeney
2721,2/25 Stanlake St,Maribyrnong,2000.0,113.0,1.0,699000.0,24/09/2016,S,Jas
2722,24 Dudley St,Maribyrnong,1930.0,99.0,0.0,850000.0,25/02/2017,SP,Village
2723,12/14 Eldridge St,Maribyrnong,1970.0,74.0,1.0,315000.0,25/02/2017,PI,C21
2724,65 Hyde St,Maribyrnong,1910.0,94.0,1.0,740000.0,25/02/2017,SP,Jas
2725,3/22 Pickett St,Maribyrnong,,,1.0,360000.0,25/02/2017,S,Trimson
2726,62 Moore St,Maribyrnong,2006.0,154.0,2.0,980000.0,26/07/2016,S,GL
2727,26/2 Ballarat Rd,Maribyrnong,,,1.0,561000.0,27/06/2016,SP,Nelson
2728,10/24 Eldridge St,Maribyrnong,1960.0,55.0,1.0,316000.0,27/06/2016,S,Burnham
2729,23 Moore St,Maribyrnong,1940.0,,2.0,800000.0,27/06/2016,S,Village
2730,20 Ryan St,Maribyrnong,1920.0,70.0,0.0,760000.0,27/06/2016,PI,Burnham
2731,39 Warleigh Rd,Maribyrnong,2010.0,168.0,2.0,735000.0,27/06/2016,S,Jas
2732,6 White St,Maribyrnong,,,0.0,823000.0,27/06/2016,S,Jas
2733,4 Adelaide St,Maribyrnong,1915.0,130.0,1.0,1225000.0,27/11/2016,SP,Nelson
2734,1/24 Eldridge St,Maribyrnong,,,1.0,296000.0,27/11/2016,S,Sweeney
2735,4 The Crescent,Maribyrnong,,,0.0,886500.0,27/11/2016,S,Greg
2736,8 Dudley St,Maribyrnong,1930.0,98.0,0.0,767500.0,28/05/2016,S,Sweeney
2737,116/55 Hopkins St,Maribyrnong,2009.0,79.0,1.0,395000.0,28/05/2016,SP,Greg
2738,12 Tait St,Maribyrnong,1910.0,151.0,1.0,815000.0,28/05/2016,PI,Biggin
2739,20 McDougall Dr,Maribyrnong,2011.0,102.0,2.0,757000.0,28/08/2016,S,Jas
2740,20 Nicholson St,Maribyrnong,1910.0,160.0,1.0,1450000.0,28/08/2016,SP,Village
2741,119 Droop St,Maribyrnong,1890.0,74.0,1.0,745000.0,30/07/2016,S,Village
2742,1a Leander St,Maribyrnong,2000.0,275.0,2.0,716000.0,30/07/2016,S,Ray
2743,6 Beatrice St,Boroondara,1935.0,170.0,3.0,1735000.0,3/09/2016,S,hockingstuart
2744,57 Brandon St,Boroondara,,,2.0,1699000.0,3/09/2016,S,Jellis
2745,11 Vincent St,Stonnington,1920.0,265.0,2.0,3400000.0,3/09/2016,VB,Kay
2746,2 Vincent St,Stonnington,1925.0,353.0,2.0,3730000.0,3/09/2016,PI,Abercromby's
2747,28 Alfred Rd,Boroondara,1930.0,217.0,2.0,1800000.0,3/12/2016,VB,Marshall
2748,62 Staughton Rd,Boroondara,2002.0,183.0,1.0,1998000.0,3/12/2016,S,J
2749,4/58 Bath Rd,Boroondara,1960.0,85.0,1.0,671000.0,4/03/2017,S,Noel
2750,8 Kenilworth Gr,Stonnington,,,4.0,3110000.0,4/03/2017,S,Jellis
2751,43 Pascoe St,Boroondara,,,2.0,1780000.0,4/03/2017,S,hockingstuart
2752,2/11 Peace St,Boroondara,2006.0,163.0,2.0,1425000.0,4/03/2017,S,Marshall
2753,48 Alfred Rd,Boroondara,1940.0,118.0,1.0,1530000.0,4/06/2016,S,Jellis
2754,3 Bridges St,Boroondara,1985.0,323.0,2.0,1900000.0,4/06/2016,PI,Jellis
2755,45 Charles St,Boroondara,,,2.0,1500000.0,4/06/2016,S,Marshall
2756,6 Chester St,Boroondara,1940.0,134.0,1.0,1360000.0,4/06/2016,PI,Fletchers
2757,56 Gardiner Pde,Boroondara,2003.0,327.0,4.0,2175000.0,4/06/2016,S,Fletchers
2758,22 Renwick St,Boroondara,1930.0,314.0,2.0,2325000.0,4/06/2016,PI,Marshall
2759,10 Hazeldine Rd,Boroondara,2000.0,314.0,3.0,2538000.0,6/08/2016,S,Marshall
2760,1 Montana St,Boroondara,1941.0,254.0,4.0,2300000.0,6/08/2016,VB,Jellis
2761,1/23 Aintree Rd,Stonnington,1968.0,63.0,1.0,550000.0,7/05/2016,SP,Jellis
2762,6 Chester St,Boroondara,1940.0,134.0,1.0,1600000.0,7/05/2016,VB,Fletchers
2763,7 Flowerdale Rd,Boroondara,,,2.0,2100000.0,7/05/2016,VB,Marshall
2764,48 Martin Rd,Boroondara,1920.0,157.0,2.0,2115000.0,7/05/2016,S,Jellis
2765,73 Pascoe St,Boroondara,1951.0,188.0,2.0,1700000.0,7/05/2016,S,Jellis
2766,16 Vincent St,Stonnington,,,2.0,3500000.0,7/05/2016,S,Kay
2767,12 Walerna Rd,Boroondara,,,2.0,1750000.0,7/05/2016,S,Jellis
2768,1/9 Myrniong St,Boroondara,,,1.0,967500.0,7/11/2016,S,Marshall
2769,192 Tooronga Rd,Boroondara,1910.0,143.0,3.0,2077000.0,7/11/2016,S,RT
2770,34 Yeovil Rd,Boroondara,1935.0,305.0,2.0,2850000.0,7/11/2016,S,Jellis
2771,7/69 Edgar St N,Stonnington,1970.0,65.0,1.0,411000.0,8/10/2016,SP,Noel
2772,1/46 Iris Rd,Boroondara,,,1.0,1222000.0,8/10/2016,S,Marshall
2773,39 Welfare Pde,Boroondara,,,2.0,1550000.0,8/10/2016,S,Marshall
2774,423 Burke Rd,Boroondara,1930.0,,2.0,1660000.0,10/09/2016,S,Christopher
2775,2 Celia St,Boroondara,1940.0,,2.0,2250000.0,10/09/2016,VB,Gary
2776,2/25 Cloverdale Rd,Boroondara,,,2.0,1162000.0,10/09/2016,S,Jellis
2777,51 Dent St,Boroondara,2009.0,351.0,2.0,2020000.0,10/09/2016,PI,Marshall
2778,25 Hope St,Stonnington,,,0.0,845000.0,10/09/2016,S,Noel
2779,27 Pascoe St,Boroondara,,,2.0,1510000.0,10/09/2016,PI,hockingstuart
2780,5 Charles St,Boroondara,1930.0,212.0,2.0,2010000.0,10/12/2016,S,Marshall
2781,26 Gardiner Pde,Boroondara,1930.0,30.0,4.0,2975000.0,10/12/2016,S,Marshall
2782,10/13 Myrniong St,Boroondara,,,1.0,585000.0,10/12/2016,SP,Marshall
2783,15 Pascoe St,Boroondara,,,2.0,1275000.0,10/12/2016,VB,Tim
2784,1/39 Scott Gr,Stonnington,1980.0,52.0,1.0,452000.0,10/12/2016,S,RT
2785,1/33 Yeovil Rd,Boroondara,,,2.0,1625000.0,10/12/2016,S,Jellis
2786,22 Aintree Rd,Stonnington,,,2.0,1800000.0,12/11/2016,SP,Marshall
2787,56 Brandon St,Boroondara,1930.0,136.0,3.0,1820000.0,12/11/2016,S,Jellis
2788,1/6 Edgar St,Stonnington,1982.0,38.0,1.0,291000.0,12/11/2016,PI,hockingstuart
2789,1/146 Glen Iris Rd,Boroondara,,,2.0,710000.0,12/11/2016,VB,Jellis
2790,20 Howitt St,Boroondara,1925.0,230.0,2.0,2376000.0,12/11/2016,S,Jellis
2791,115 Tooronga Rd,Stonnington,1910.0,,0.0,1020000.0,12/11/2016,SP,Jellis
2792,22 Wills St,Stonnington,1920.0,142.0,2.0,1456000.0,12/11/2016,SP,Jellis
2793,20 Howie St,Boroondara,,,3.0,1875000.0,13/08/2016,S,Marshall
2794,294 Tooronga Rd,Boroondara,,255.0,2.0,1430000.0,13/08/2016,S,Marshall
2795,20 Charles St,Boroondara,,,2.0,2300000.0,14/05/2016,S,Fletchers
2796,11/63 Edgar St N,Stonnington,1970.0,44.0,1.0,345000.0,14/05/2016,PI,Jellis
2797,16 Flowerdale Rd,Boroondara,1920.0,248.0,1.0,2000000.0,14/05/2016,PI,Marshall
2798,130 High St,Boroondara,,,0.0,1550000.0,14/05/2016,PI,Jellis
2799,11 Kenilworth Gr,Stonnington,1980.0,,4.0,1625000.0,14/05/2016,S,Jellis
2800,2/14 Nash St,Stonnington,,,1.0,480000.0,14/05/2016,SP,Jellis
2801,10 Bardolph St,Boroondara,1960.0,84.0,1.0,585000.0,15/10/2016,S,Jellis
2802,2 Celia St,Boroondara,1940.0,,2.0,1960000.0,15/10/2016,PI,Gary
2803,67 Celia St,Boroondara,1946.0,266.0,1.0,1700000.0,15/10/2016,PI,Fletchers
2804,8/18 Edgar St,Stonnington,,,1.0,680000.0,15/10/2016,S,hockingstuart
2805,1/15 Scott Gr,Stonnington,1999.0,,2.0,1220000.0,15/10/2016,S,Jellis
2806,2/67 Staughton Rd,Boroondara,1990.0,176.0,2.0,1375000.0,15/10/2016,S,Marshall
2807,56 Wills St,Stonnington,1930.0,115.0,2.0,920000.0,15/10/2016,S,Fletchers
2808,1/38 Edgar St,Stonnington,1960.0,33.0,1.0,382000.0,16/07/2016,SP,hockingstuart
2809,1/64 Edgar St N,Stonnington,,,0.0,545000.0,16/07/2016,S,Fletchers
2810,1/8 Estella St,Boroondara,,,2.0,1350000.0,16/07/2016,VB,Woodards
2811,1597 Malvern Rd,Stonnington,1950.0,123.0,1.0,1280000.0,16/07/2016,S,Noel
2812,27 Celia St,Boroondara,,,2.0,1825000.0,17/09/2016,S,Fletchers
2813,116 High St,Boroondara,2013.0,206.0,4.0,2825000.0,17/09/2016,PI,Jellis
2814,1 Maitland St,Stonnington,1910.0,217.0,4.0,2825000.0,17/09/2016,S,Jellis
2815,27 Sunhill Rd,Boroondara,1999.0,26.0,2.0,1825000.0,17/09/2016,S,RT
2816,6/219 Burke Rd,Boroondara,,,0.0,328000.0,18/03/2017,S,Jellis
2817,8 Morell St,Boroondara,,,3.0,2016000.0,18/03/2017,S,Jellis
2818,33 Rosedale Rd,Boroondara,2000.0,326.0,3.0,3085000.0,18/03/2017,S,Marshall
2819,33A Scott Gr,Stonnington,,,3.0,1710000.0,18/03/2017,S,Noel
2820,23 Somerset Rd,Boroondara,,,3.0,1770000.0,18/03/2017,SP,Noel
2821,10 Yeovil Rd,Boroondara,,,2.0,1765000.0,18/03/2017,S,Philip
2822,5/138 Milton Pde,Stonnington,,,1.0,511000.0,18/06/2016,S,Marshall
2823,14 Rosedale Rd,Boroondara,,,2.0,2000000.0,18/06/2016,PI,Jellis
2824,17 Rosedale Rd,Boroondara,1950.0,184.0,2.0,1600000.0,18/06/2016,PI,Noel
2825,20 Ruskin Rd,Boroondara,1920.0,,2.0,1880000.0,18/06/2016,S,RT
2826,3 Florence St,Boroondara,1930.0,336.0,2.0,2352500.0,19/11/2016,PI,Marshall
2827,23 Flowerdale Rd,Boroondara,2009.0,520.0,2.0,3860000.0,19/11/2016,S,Marshall
2828,31 Gardiner Pde,Boroondara,1930.0,326.0,2.0,2625000.0,19/11/2016,PI,Marshall
2829,5/1679 Malvern Rd,Stonnington,1960.0,,1.0,856500.0,19/11/2016,S,Marshall
2830,2b York Rd,Stonnington,,,2.0,1650000.0,22/05/2016,PI,Noel
2831,1/58 Edgar St N,Stonnington,,1143.0,1.0,600000.0,22/08/2016,VB,Gary
2832,2/13 Estella St,Boroondara,,,2.0,690000.0,24/09/2016,S,O'Donoghues
2833,7 Hope St,Stonnington,,,2.0,1200000.0,24/09/2016,VB,O'Donoghues
2834,15 Howitt St,Boroondara,1910.0,,2.0,3010000.0,24/09/2016,S,Kay
2835,3/32 Iris Rd,Boroondara,,,1.0,785000.0,24/09/2016,S,Jellis
2836,98 Bath Rd,Boroondara,1960.0,155.0,2.0,1950000.0,25/02/2017,SP,Marshall
2837,28 Ferndale Rd,Boroondara,1930.0,142.0,2.0,2200000.0,25/02/2017,S,Marshall
2838,32 Howie St,Boroondara,1930.0,140.0,3.0,1751000.0,25/02/2017,S,Jellis
2839,22 Kyarra Rd,Stonnington,1930.0,205.0,3.0,1857000.0,25/02/2017,S,Kay
2840,14/1737 Malvern Rd,Stonnington,,,1.0,375000.0,25/02/2017,PI,Noel
2841,4/15 Rix St,Boroondara,1940.0,74.0,2.0,720000.0,25/02/2017,VB,Jellis
2842,8 Rix St,Boroondara,1935.0,107.0,3.0,1500000.0,25/02/2017,S,RT
2843,78 Valley Pde,Boroondara,2007.0,246.0,2.0,2725000.0,25/02/2017,S,Marshall
2844,8 Hadley Ct,Boroondara,,,1.0,1723000.0,26/07/2016,S,Jellis
2845,2/7 Maitland St,Stonnington,,,1.0,529500.0,26/07/2016,S,hockingstuart
2846,1687 Malvern Rd,Stonnington,1930.0,153.0,2.0,2800000.0,26/07/2016,S,Greg
2847,21 Beatrice St,Boroondara,1941.0,143.0,2.0,1665000.0,27/06/2016,S,hockingstuart
2848,8/251 Burke Rd,Stonnington,1960.0,80.0,1.0,600000.0,27/06/2016,S,hockingstuart
2849,60 Madeline St,Boroondara,1940.0,607.0,2.0,1420000.0,27/06/2016,S,Buxton
2850,44A Beryl St,Boroondara,,,2.0,1550000.0,27/11/2016,S,Jellis
2851,3/1526 High St,Boroondara,2011.0,,1.0,420000.0,27/11/2016,VB,Jellis
2852,53 Madeline St,Boroondara,,,2.0,1920000.0,27/11/2016,S,Marshall
2853,21 Park Rd,Boroondara,1989.0,,2.0,2100000.0,27/11/2016,S,Jellis
2854,14 Queens Pde,Boroondara,2015.0,354.0,2.0,2410000.0,27/11/2016,PI,Marshall
2855,30 Valley Pde,Boroondara,1930.0,216.0,2.0,2100000.0,27/11/2016,PI,Marshall
2856,15 Yeovil Rd,Boroondara,1966.0,295.0,2.0,2950000.0,27/11/2016,S,Kay
2857,4/68 Edgar St N,Stonnington,,,1.0,390000.0,28/05/2016,S,hockingstuart
2858,3 Fairview Gr,Stonnington,1925.0,270.0,2.0,3365000.0,28/05/2016,S,RT
