sale_no,Address,CouncilArea,Car,Price,Date,Method,SellerG,Suburb,Regionname,Postcode,Propertycount,Lattitude,Longtitude,Distance,Type,Rooms,Bedroom2,Bathroom,Landsize,YearBuilt,BuildingArea
2837,28 Ferndale Rd,Boroondara,2,2200000.0,25/02/2017,S,Marshall,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8553,145.0711,9.2,h,3,3,1,700.0,1930,142.0
2838,32 Howie St,Boroondara,3,1751000.0,25/02/2017,S,Jellis,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8542,145.0733,9.2,h,3,3,1,609.0,1930,140.0
2839,22 Kyarra Rd,Stonnington,3,1857000.0,25/02/2017,S,Kay,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8536,145.0547,9.2,h,4,4,2,548.0,1930,205.0
2841,4/15 Rix St,Boroondara,2,720000.0,25/02/2017,VB,Jellis,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8468,145.0515,9.2,u,2,2,1,0.0,1940,74.0
2842,8 Rix St,Boroondara,3,1500000.0,25/02/2017,S,RT,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8471,145.05100000000004,9.2,h,3,3,1,401.0,1935,107.0
2843,78 Valley Pde,Boroondara,2,2725000.0,25/02/2017,S,Marshall,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8521,145.0657,9.2,h,4,4,3,603.0,2007,246.0
2846,1687 Malvern Rd,Stonnington,2,2800000.0,26/07/2016,S,Greg,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8575,145.0554,9.2,h,3,3,1,762.0,1930,153.0
2847,21 Beatrice St,Boroondara,2,1665000.0,27/06/2016,S,hockingstuart,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8538,145.0842,9.2,h,3,3,1,685.0,1941,143.0
2848,8/251 Burke Rd,Stonnington,1,600000.0,27/06/2016,S,hockingstuart,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8555,145.0518,9.2,u,2,2,1,0.0,1960,80.0
2849,60 Madeline St,Boroondara,2,1420000.0,27/06/2016,S,Buxton,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8578,145.0919,9.2,h,3,3,1,615.0,1940,607.0
2854,14 Queens Pde,Boroondara,2,2410000.0,27/11/2016,PI,Marshall,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8515,145.0922,9.2,h,5,5,2,654.0,2015,354.0
2855,30 Valley Pde,Boroondara,2,2100000.0,27/11/2016,PI,Marshall,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8516,145.061,9.2,h,4,4,2,645.0,1930,216.0
2856,15 Yeovil Rd,Boroondara,2,2950000.0,27/11/2016,S,Kay,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8509,145.0856,9.2,h,4,4,2,1485.0,1966,295.0
2858,3 Fairview Gr,Stonnington,2,3365000.0,28/05/2016,S,RT,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8649,145.0547,9.2,h,5,5,2,1339.0,1925,270.0
2862,24 Brandon St,Boroondara,2,1931000.0,28/08/2016,S,Jellis,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8547,145.0771,9.2,h,3,3,2,648.0,1975,193.0
2864,318 Tooronga Rd,Stonnington,2,1250000.0,28/08/2016,S,Marshall,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8511,145.0428,9.2,h,2,2,1,438.0,1910,107.0
2865,35 Adrian St,Boroondara,2,2400000.0,30/07/2016,VB,Jellis,Glen Iris,Southern Metropolitan,3146.0,10412,-37.8529,145.0806,9.2,h,5,5,3,709.0,1930,672.0
2867,89 John St,Moreland,2,610000.0,3/09/2016,S,Ray,Glenroy,Northern Metropolitan,3046.0,8870,-37.6972,144.9431,13.0,h,3,3,1,696.0,1960,118.0
2868,55 Daley St,Moreland,3,610000.0,3/12/2016,S,Walshe,Glenroy,Northern Metropolitan,3046.0,8870,-37.6979,144.9335,13.0,h,3,3,1,640.0,1960,144.0
2871,39 Morley St,Moreland,2,806500.0,3/12/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.6988,144.9372,13.0,h,3,3,1,766.0,1965,127.0
2874,2 Roy St,Moreland,1,550000.0,4/03/2017,VB,Peter,Glenroy,Northern Metropolitan,3046.0,8870,-37.6964,144.9314,13.0,h,4,4,2,683.0,2017,138.0
2875,42 Sadie St,Moreland,4,822000.0,4/03/2017,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.6988,144.9438,13.0,h,3,3,1,700.0,1950,105.0
2876,15 Stanley St,Moreland,3,980000.0,4/03/2017,SP,Brad,Glenroy,Northern Metropolitan,3046.0,8870,-37.7115,144.9147,13.0,h,3,3,2,1029.0,1950,136.0
2878,3/27 Harold St,Moreland,1,430000.0,6/08/2016,PI,Jason,Glenroy,Northern Metropolitan,3046.0,8870,-37.7072,144.9252,13.0,u,2,2,1,164.0,2010,100.0
2881,1c Barwon St,Moreland,1,540000.0,7/05/2016,VB,Nelson,Glenroy,Northern Metropolitan,3046.0,8870,-37.7082,144.9178,13.0,h,2,2,1,164.0,2010,114.0
2884,1 Gordon Ct,Moreland,4,737000.0,8/10/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.6986,144.9243,13.0,h,3,3,1,640.0,1950,97.0
2887,24a Morell St,Moreland,2,460000.0,8/10/2016,SP,Raine,Glenroy,Northern Metropolitan,3046.0,8870,-37.702,144.9507,13.0,h,3,3,2,224.0,1950,3.0
2891,3/28 Stanley St,Moreland,1,545000.0,10/09/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7112,144.9142,13.0,t,3,3,2,136.0,2014,130.0
2892,30 Bourchier St,Moreland,4,670000.0,10/12/2016,PI,Brad,Glenroy,Northern Metropolitan,3046.0,8870,-37.7007,144.9378,13.0,h,3,3,1,734.0,1960,140.0
2894,6 Dromana St,Moreland,4,702000.0,10/12/2016,S,Eview,Glenroy,Northern Metropolitan,3046.0,8870,-37.7104,144.9088,13.0,h,4,4,1,606.0,1956,124.0
2895,137 Glenroy Rd,Moreland,1,730000.0,10/12/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.706,144.9245,13.0,h,2,2,1,705.0,1950,115.0
2896,24 Trevannion St,Moreland,3,711500.0,10/12/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7005,144.9185,13.0,h,3,3,1,667.0,1950,81.0
2898,45 Cosmos St,Moreland,4,810000.0,11/03/2017,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7028,144.9377,13.0,h,5,5,4,695.0,1950,176.0
2899,9/11 Currajong St,Moreland,1,250000.0,12/11/2016,SP,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.711,144.9178,13.0,u,2,2,1,0.0,1970,61.0
2900,1/1 Danae St,Moreland,1,460000.0,12/11/2016,S,Eview,Glenroy,Northern Metropolitan,3046.0,8870,-37.7001,144.9291,13.0,t,3,3,1,325.0,1970,106.0
2901,24 Sadie St,Moreland,2,793000.0,12/11/2016,S,Eview,Glenroy,Northern Metropolitan,3046.0,8870,-37.7,144.9427,13.0,h,3,3,1,780.0,1960,120.0
2902,7/89 Station Rd,Moreland,1,340000.0,12/11/2016,S,Nelson,Glenroy,Northern Metropolitan,3046.0,8870,-37.7071,144.9176,13.0,u,2,2,1,0.0,1970,74.0
2904,149 Augustine Tce,Moreland,1,447500.0,15/10/2016,S,Melbourne,Glenroy,Northern Metropolitan,3046.0,8870,-37.6949,144.9122,13.0,h,3,3,1,320.0,2000,130.0
2905,45 Fran St,Moreland,1,588000.0,15/10/2016,S,YPA,Glenroy,Northern Metropolitan,3046.0,8870,-37.7029,144.9053,13.0,h,3,3,1,616.0,1960,125.0
2906,1/25 Morell St,Moreland,2,420000.0,15/10/2016,PI,Raine,Glenroy,Northern Metropolitan,3046.0,8870,-37.7025,144.9504,13.0,h,3,3,1,0.0,1960,96.0
2907,2/22 Sadie St,Moreland,2,410000.0,15/10/2016,SP,Brad,Glenroy,Northern Metropolitan,3046.0,8870,-37.7002,144.9428,13.0,u,2,2,1,200.0,2000,81.0
2910,40 View St,Moreland,1,525000.0,16/04/2016,S,Brad,Glenroy,Northern Metropolitan,3046.0,8870,-37.6966,144.9331,13.0,h,3,3,1,665.0,1950,85.0
2911,10 Anselm Gr,Moreland,4,703000.0,17/09/2016,S,Eview,Glenroy,Northern Metropolitan,3046.0,8870,-37.7021,144.9136,13.0,h,3,3,1,704.0,1960,102.0
2912,1/112 Cardinal Rd,Moreland,1,608000.0,17/09/2016,S,Raine,Glenroy,Northern Metropolitan,3046.0,8870,-37.7006,144.9299,13.0,t,4,3,2,252.0,2014,150.0
2917,2/36 Prospect St,Moreland,2,607000.0,18/03/2017,S,YPA,Glenroy,Northern Metropolitan,3046.0,8870,-37.7102,144.9112,13.0,t,4,4,3,0.0,2014,131.0
2918,139 John St,Moreland,2,765500.0,18/06/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.6955,144.9389,13.0,h,3,3,2,780.0,1970,180.0
2919,2/709 Pascoe Vale Rd,Moreland,2,470000.0,18/06/2016,SP,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7098,144.9163,13.0,u,3,3,1,187.0,2014,99.0
2921,48 Everard St,Moreland,2,580000.0,19/11/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7002,144.9408,13.0,h,3,3,1,650.0,1960,142.0
2923,1/38 Stanley St,Moreland,2,620250.0,19/11/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7117,144.9135,13.0,u,2,2,1,253.0,2012,91.0
2924,128 Widford St,Moreland,1,710000.0,19/11/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.6955,144.9253,13.0,h,3,3,1,796.0,1960,104.0
2925,54 Cromwell St,Moreland,2,630000.0,22/05/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7002,144.9232,13.0,h,4,3,1,630.0,1960,130.0
2927,106 Outlook Dr,Moreland,4,600000.0,22/05/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7051,144.9069,13.0,h,3,3,1,541.0,1968,139.0
2928,1/7 Harold St,Moreland,2,550000.0,22/08/2016,SP,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7073,144.9277,13.0,t,3,3,2,212.0,2010,129.0
2930,46 Moonee Bvd,Moreland,2,600000.0,23/04/2016,SP,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.6975,144.9065,13.0,h,4,4,1,586.0,1968,159.0
2931,47 Cardinal Rd,Moreland,2,1217500.0,24/09/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7111,144.9275,13.0,h,4,4,3,693.0,2014,192.0
2932,135 Hilton St,Moreland,2,600000.0,24/09/2016,SP,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7009,144.9291,13.0,h,3,3,1,599.0,1960,150.0
2933,29 Moonee Bvd,Moreland,2,570000.0,24/09/2016,PI,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.6977,144.9071,13.0,h,3,3,2,585.0,1975,146.0
2936,65 Farview St,Moreland,4,762700.0,25/02/2017,SP,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7097,144.9351,13.0,h,3,3,1,597.0,1960,100.0
2937,3/27 Gladstone Pde,Moreland,1,465000.0,25/02/2017,S,YPA,Glenroy,Northern Metropolitan,3046.0,8870,-37.7081,144.912,13.0,u,2,2,1,176.0,2012,89.0
2938,52 Glenroy Rd,Moreland,1,741250.0,25/02/2017,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7067,144.9331,13.0,h,2,2,1,668.0,1955,88.0
2942,107 Glenroy Rd,Moreland,8,1000000.0,27/11/2016,PI,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7063,144.9273,13.0,h,4,4,2,977.0,1935,304.0
2944,165 Hilton St,Moreland,2,630000.0,27/11/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7005,144.9258,13.0,h,4,4,2,602.0,1950,180.0
2945,72 Pecham St,Moreland,3,670000.0,27/11/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.6967,144.9116,13.0,h,3,3,1,705.0,1950,135.0
2946,3/48 William St,Moreland,1,417000.0,27/11/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.7074,144.9086,13.0,h,2,2,1,172.0,2013,77.0
2947,1/26 York St,Moreland,2,600000.0,27/11/2016,VB,Nelson,Glenroy,Northern Metropolitan,3046.0,8870,-37.7047,144.9087,13.0,t,3,3,1,258.0,2001,143.0
2948,3/132 Widford St,Moreland,1,440000.0,28/05/2016,SP,Nelson,Glenroy,Northern Metropolitan,3046.0,8870,-37.6952,144.9256,13.0,t,3,3,2,215.0,2010,121.0
2950,23 Cromwell St,Moreland,2,660000.0,28/08/2016,S,Barry,Burwood,Southern Metropolitan,3125.0,5678,-37.85296,145.1055,10.4,h,3,3,2,735.0,1950,116.0
2950,23 Cromwell St,Moreland,2,660000.0,28/08/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.7019,144.9225,13.0,h,3,3,1,657.0,1950,116.0
2952,2/4 Ash Ct,Moreland,1,270000.0,30/07/2016,PI,Ray,Glenroy,Northern Metropolitan,3046.0,8870,-37.6972,144.9239,13.0,h,2,2,1,155.0,2000,155.0
2953,44 Morley St,Moreland,4,825000.0,30/07/2016,S,Stockdale,Glenroy,Northern Metropolitan,3046.0,8870,-37.6979,144.9377,13.0,h,4,4,2,768.0,1970,194.0
2954,33 View St,Moreland,1,638000.0,30/07/2016,S,Barry,Glenroy,Northern Metropolitan,3046.0,8870,-37.6969,144.9334,13.0,h,4,4,2,624.0,2005,258.0
2955,1 Gowanbrae Dr,Moreland,2,631000.0,3/09/2016,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.709,144.8925,13.6,h,3,3,2,608.0,2001,138.0
2956,31 Seggan Cir,Moreland,1,532000.0,3/09/2016,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7068,144.8963,13.6,t,3,3,2,149.0,2005,19.0
2958,41 Balerno Cir,Moreland,1,504000.0,6/08/2016,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.709,144.8964,13.6,h,3,3,2,215.0,2004,139.0
2959,39 Balerno Cir,Moreland,2,468000.0,7/05/2016,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7087,144.8962,13.6,t,3,3,2,178.0,2000,138.0
2960,2 Mirrim Pl,Moreland,2,802500.0,12/11/2016,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.705,144.9004,13.6,h,4,4,2,0.0,2005,264.0
2961,8 Perth Ct,Moreland,2,709000.0,14/05/2016,PI,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7016,144.8974,13.6,h,4,4,2,453.0,2007,213.0
2963,42 Seggan Cir,Moreland,1,485000.0,16/04/2016,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7076,144.8961,13.6,h,3,3,2,175.0,2004,134.0
2964,6 Birk Ct,Moreland,1,540000.0,19/11/2016,VB,Brad,Gowanbrae,Western Metropolitan,3043.0,1071,-37.704,144.8989,13.6,h,3,3,2,367.0,2008,141.0
2965,24 Balerno Cir,Moreland,1,390000.0,23/04/2016,PI,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7091,144.8958,13.6,h,3,3,2,158.0,2005,136.0
2966,18 Primula Bvd,Moreland,2,800000.0,26/07/2016,S,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7062,144.8978,13.6,h,4,4,2,719.0,2000,251.0
2968,8 Perth Ct,Moreland,2,740000.0,27/06/2016,SP,Nelson,Gowanbrae,Western Metropolitan,3043.0,1071,-37.7016,144.8974,13.6,h,4,4,2,453.0,2007,213.0
2969,20 Bedford St,Moreland,2,605000.0,3/09/2016,PI,hockingstuart,Hadfield,Northern Metropolitan,3046.0,2606,-37.711,144.9478,12.1,h,3,3,1,597.0,1960,116.0
2970,29 Sutherland St,Moreland,2,685500.0,3/09/2016,SP,Brad,Hadfield,Northern Metropolitan,3046.0,2606,-37.7076,144.9481,12.1,h,3,3,1,724.0,1970,103.0
2971,2 Knole St,Moreland,1,610000.0,3/12/2016,S,Eview,Hadfield,Northern Metropolitan,3046.0,2606,-37.7153,144.9507,12.1,h,2,2,1,394.0,1950,98.0
2972,8 Sherwood St,Moreland,1,630000.0,3/12/2016,S,YPA,Hadfield,Northern Metropolitan,3046.0,2606,-37.7124,144.9514,12.1,h,3,3,1,604.0,1970,112.0
2973,4 Surrey St,Moreland,5,870000.0,3/12/2016,S,Barry,Hadfield,Northern Metropolitan,3046.0,2606,-37.7127,144.9489,12.1,h,4,4,3,591.0,2010,268.0
2974,26 South St,Moreland,2,810000.0,4/03/2017,S,Holland,Hadfield,Northern Metropolitan,3046.0,2606,-37.7149,144.9473,12.1,h,3,3,2,592.0,1950,129.0
2980,2/3 Surrey St,Moreland,2,487000.0,10/09/2016,SP,Peter,Hadfield,Northern Metropolitan,3046.0,2606,-37.7132,144.9488,12.1,u,2,2,1,198.0,2010,96.0
2981,115 West St,Moreland,2,700000.0,10/09/2016,S,Barry,Hadfield,Northern Metropolitan,3046.0,2606,-37.7056,144.9384,12.1,h,4,2,2,700.0,1950,168.0
2982,148 West St,Moreland,1,600500.0,10/09/2016,S,YPA,Hadfield,Northern Metropolitan,3046.0,2606,-37.7062,144.9387,12.1,h,4,4,2,462.0,1970,161.0
2983,27 Middle St,Moreland,2,730000.0,10/12/2016,S,Barry,Hadfield,Northern Metropolitan,3046.0,2606,-37.7106,144.9491,12.1,h,3,3,1,570.0,1970,134.0
2984,75 West St,Moreland,2,800000.0,10/12/2016,S,Stockdale,Hadfield,Northern Metropolitan,3046.0,2606,-37.7094,144.9377,12.1,h,3,3,2,565.0,1960,116.0
2986,24 South St,Moreland,2,750000.0,12/06/2016,S,Stockdale,Hadfield,Northern Metropolitan,3046.0,2606,-37.715,144.9475,12.1,t,3,3,2,301.0,2011,251.0
2987,40 Angus St,Moreland,1,740000.0,12/11/2016,S,Barry,Hadfield,Northern Metropolitan,3046.0,2606,-37.7077,144.9438,12.1,h,3,3,1,568.0,1960,115.0
2989,9 South St,Moreland,2,646000.0,12/11/2016,S,YPA,Hadfield,Northern Metropolitan,3046.0,2606,-37.7157,144.9507,12.1,h,3,3,1,574.0,1970,106.0
2990,1/32 Sutherland St,Moreland,3,545000.0,12/11/2016,S,Raine,Hadfield,Northern Metropolitan,3046.0,2606,-37.7073,144.9486,12.1,h,3,3,2,230.0,2000,113.0
2992,1 Barunah St,Moreland,2,777000.0,13/08/2016,S,Eview,Hadfield,Northern Metropolitan,3046.0,2606,-37.704,144.9399,12.1,h,4,3,1,700.0,1960,176.0
2993,101 Middle St,Moreland,1,722000.0,13/08/2016,S,Stockdale,Hadfield,Northern Metropolitan,3046.0,2606,-37.7098,144.9424,12.1,h,2,3,3,580.0,1950,103.0
2994,23 Surrey St,Moreland,3,545000.0,14/05/2016,SP,Stockdale,Hadfield,Northern Metropolitan,3046.0,2606,-37.7128,144.9471,12.1,h,2,2,1,591.0,1960,102.0
2995,1/22 Volga St,Moreland,2,510000.0,16/04/2016,PI,Raine,Hadfield,Northern Metropolitan,3046.0,2606,-37.707,144.9411,12.1,t,3,3,2,234.0,2012,115.0
2997,24 Talbot St,Moreland,3,631500.0,18/06/2016,S,Stockdale,Hadfield,Northern Metropolitan,3046.0,2606,-37.7133,144.947,12.1,h,3,4,1,593.0,1965,95.0
3000,19 Barbara St,Moreland,3,550000.0,22/05/2016,SP,Brad,Hadfield,Northern Metropolitan,3046.0,2606,-37.7107,144.9419,12.1,h,3,3,1,610.0,1960,142.0
3001,100 South St,Moreland,1,330000.0,22/05/2016,VB,Stockdale,Hadfield,Northern Metropolitan,3046.0,2606,-37.714,144.939,12.1,h,2,2,1,249.0,1970,2.0
3005,92 West St,Moreland,1,715888.0,25/02/2017,S,Barry,Hadfield,Northern Metropolitan,3046.0,2606,-37.7099,144.938,12.1,h,2,2,1,613.0,1960,92.0
3007,2/22 Volga St,Moreland,1,468000.0,26/07/2016,S,Nelson,Hadfield,Northern Metropolitan,3046.0,2606,-37.707,144.9413,12.1,t,2,2,1,137.0,2012,110.0
3009,25 East St,Moreland,2,515000.0,27/11/2016,S,D'Aprano,Hadfield,Northern Metropolitan,3046.0,2606,-37.7128,144.9496,12.1,h,2,2,1,345.0,1990,79.0
3013,1/30 Grenville St,Bayside,1,895000.0,3/09/2016,S,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9355,145.0008,13.7,u,2,2,1,228.0,1975,87.0
3014,6/334 Hampton St,Bayside,1,587000.0,3/09/2016,S,Ray,Hampton,Southern Metropolitan,3188.0,5454,-37.9419,145.0019,13.7,u,2,2,1,0.0,1975,74.0
3015,38 Myrtle Rd,Bayside,2,2800000.0,3/09/2016,S,Nick,Hampton,Southern Metropolitan,3188.0,5454,-37.9419,145.0152,13.7,h,4,3,3,701.0,2015,320.0
3017,36 Thomas St,Bayside,2,3250000.0,3/09/2016,S,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9389,145.0062,13.7,h,4,4,3,928.0,1904,300.0
3018,6 Earlsfield Rd,Bayside,3,2140000.0,3/12/2016,S,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9319,145.0173,13.7,h,4,4,2,688.0,1925,187.0
3019,3 Kendall St,Bayside,2,1600000.0,3/12/2016,VB,Marshall,Hampton,Southern Metropolitan,3188.0,5454,-37.9324,145.0235,13.7,h,4,4,2,607.0,2011,242.0
3021,24A Smith St,Bayside,2,1003500.0,3/12/2016,S,Ray,Hampton,Southern Metropolitan,3188.0,5454,-37.9338,145.0226,13.7,h,3,3,1,289.0,1998,109.0
3022,8/121 Thomas St,Bayside,1,802000.0,3/12/2016,SP,Buxton,Hampton,Southern Metropolitan,3188.0,5454,-37.939,145.0137,13.7,u,2,2,1,0.0,1965,85.0
3026,8 Bronte Ct,Bayside,3,1560000.0,4/03/2017,PI,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9399,145.0204,13.7,h,3,3,1,593.0,1955,125.0
3029,3/46 Fewster Rd,Bayside,1,760000.0,6/08/2016,S,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9389,145.0186,13.7,u,2,2,1,90.0,1985,86.0
3030,5/440 Hampton St,Bayside,1,616000.0,6/08/2016,PI,RT,Hampton,Southern Metropolitan,3188.0,5454,-37.9373,145.0027,13.7,u,2,2,1,0.0,2005,104.0
3031,131 Linacre Rd,Bayside,1,1680000.0,6/08/2016,S,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9437,145.0175,13.7,h,4,4,1,723.0,1955,90.0
3034,66a Thomas St,Bayside,3,1120000.0,7/05/2016,S,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9395,145.0088,13.7,h,3,4,2,373.0,1984,113.0
3035,4 Bendigo St,Bayside,3,3200000.0,10/09/2016,VB,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9326,144.9997,13.7,h,4,4,3,760.0,1920,325.0
3036,43 Fewster Rd,Bayside,2,1250000.0,10/09/2016,PI,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9381,145.0161,13.7,h,4,4,3,398.0,2014,220.0
3038,54 Linacre Rd,Bayside,4,2000000.0,10/09/2016,PI,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9429,145.0072,13.7,h,4,4,3,615.0,1925,248.0
3040,42 Myrtle Rd,Bayside,2,1805000.0,10/09/2016,S,Buxton,Hampton,Southern Metropolitan,3188.0,5454,-37.9419,145.0156,13.7,h,5,4,2,700.0,1950,224.0
3045,310 Hampton St,Bayside,2,2600000.0,12/06/2016,S,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.944,145.0015,13.7,h,4,3,1,1504.0,1900,162.0
3048,65 Linacre Rd,Bayside,4,3470000.0,12/11/2016,SP,Marshall,Hampton,Southern Metropolitan,3188.0,5454,-37.9427,145.0085,13.7,h,5,5,3,670.0,2008,413.0
3053,7 Austin Rd,Bayside,2,1050000.0,15/10/2016,S,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9449,145.0144,13.7,h,3,3,2,357.0,1970,120.0
3055,3/1 Edinburgh St,Bayside,1,810000.0,15/10/2016,S,Buxton,Hampton,Southern Metropolitan,3188.0,5454,-37.9396,145.0156,13.7,u,3,3,1,195.0,1960,115.0
3056,1/33 Holyrood St,Bayside,2,1460000.0,15/10/2016,S,Buxton,Hampton,Southern Metropolitan,3188.0,5454,-37.933,144.9975,13.7,h,3,3,2,413.0,1970,137.0
3060,29 Thomas St,Bayside,2,3075000.0,17/09/2016,S,Marshall,Hampton,Southern Metropolitan,3188.0,5454,-37.9386,145.006,13.7,h,5,3,2,830.0,1901,204.0
3062,4/308 Hampton St,Bayside,1,875500.0,18/03/2017,S,RT,Hampton,Southern Metropolitan,3188.0,5454,-37.9442,145.0018,13.7,u,2,2,2,225.0,1970,118.0
3065,16 Smith St,Bayside,2,2600000.0,18/03/2017,PI,Hodges,Coburg North,Northern Metropolitan,3058.0,3445,-37.728,144.963,9.2,h,3,3,1,367.0,1950,324.0
3065,16 Smith St,Bayside,2,2600000.0,18/03/2017,PI,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9332,145.0226,13.7,h,5,5,4,1000.0,1950,324.0
3067,70 Highett Rd,Bayside,2,1705000.0,18/06/2016,PI,Buxton,Hampton,Southern Metropolitan,3188.0,5454,-37.946,145.0181,13.7,h,5,5,2,648.0,1950,364.0
3074,6 Valerian St,Bayside,0,1515000.0,19/11/2016,S,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9446,145.0201,13.7,h,4,4,2,611.0,1950,613.0
3075,107 Willis St,Bayside,2,2980000.0,19/11/2016,S,hockingstuart,Hampton,Southern Metropolitan,3188.0,5454,-37.9372,145.0101,13.7,h,5,5,3,694.0,2011,323.0
3076,50 Holyrood St,Bayside,4,2200000.0,23/04/2016,PI,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9336,144.9999,13.7,h,4,4,3,583.0,2000,305.0
3078,2/95 Thomas St,Bayside,1,1100000.0,24/09/2016,S,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9391,145.012,13.7,t,3,3,2,355.0,1987,140.0
3080,53 Bridge St,Bayside,2,3325000.0,25/02/2017,S,Marshall,Hampton,Southern Metropolitan,3188.0,5454,-37.9449,145.0068,13.7,h,4,4,3,627.0,1997,303.0
3082,17/93 Highett Rd,Bayside,1,450000.0,25/02/2017,PI,Buxton,Hampton,Southern Metropolitan,3188.0,5454,-37.9462,145.0212,13.7,u,2,2,2,0.0,2007,70.0
3085,3/8 Alicia St,Bayside,1,500000.0,27/06/2016,PI,Hodges,Hampton,Southern Metropolitan,3188.0,5454,-37.9436,145.0027,13.7,u,2,2,1,0.0,1970,61.0
3086,64 Earlsfield Rd,Bayside,2,1460000.0,27/06/2016,S,Buxton,Hampton,Southern Metropolitan,3188.0,5454,-37.9369,145.0163,13.7,h,4,4,3,562.0,1950,228.0
3090,49 Service St,Bayside,2,1740000.0,27/11/2016,S,Marshall,Hampton,Southern Metropolitan,3188.0,5454,-37.9401,145.0083,13.7,h,4,4,3,414.0,1950,209.0
3092,15 Avelin St,Bayside,1,1800000.0,28/05/2016,S,RT,Hampton,Southern Metropolitan,3188.0,5454,-37.9315,145.0109,13.7,h,4,4,2,667.0,1935,184.0
